name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
黒澤 めぐみ,4791,女子戦,1307,162,4.87,12.3,28.3,45.4,0.19,3.4
黒澤 めぐみ,4791,混合戦,514,22,3.12,4.2,13.0,21.4,0.21,3.9
