name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
香川 友尚,4187,1 コース,329,58,17.6,34.9,52.8,0.18,3.3
香川 友尚,4187,2 コース,430,43,10.0,25.8,43.9,0.17,3.1
香川 友尚,4187,3 コース,434,34,7.8,23.2,39.1,0.16,2.8
香川 友尚,4187,4 コース,431,49,11.3,23.9,37.1,0.16,2.8
香川 友尚,4187,5 コース,634,35,5.5,11.9,23.6,0.18,3.0
香川 友尚,4187,6 コース,732,11,1.5,4.2,11.4,0.19,3.4
