name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
山崎 智也,3622,1 コース,1289,834,783,2,1,0,48,0
山崎 智也,3622,2 コース,990,293,0,121,139,0,28,5
山崎 智也,3622,3 コース,970,247,0,42,126,51,27,1
山崎 智也,3622,4 コース,1002,246,0,45,114,50,32,5
山崎 智也,3622,5 コース,812,119,0,30,22,47,19,1
山崎 智也,3622,6 コース,612,45,0,5,11,19,9,1
