name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
佐藤 旭,4273,桐生,23,188,27,5.02,14.3,29.7,50.0,1,0,0.2
佐藤 旭,4273,戸田,27,210,24,5.34,11.4,33.8,55.2,1,0,0.19
佐藤 旭,4273,江戸川,12,95,7,4.72,7.3,24.2,44.2,0,0,0.22
佐藤 旭,4273,平和島,18,157,29,5.11,18.4,33.7,50.9,1,0,0.18
佐藤 旭,4273,多摩川,27,222,30,5.09,13.5,34.2,52.2,4,1,0.19
佐藤 旭,4273,浜名湖,102,821,121,5.18,14.7,33.3,51.7,9,2,0.19
佐藤 旭,4273,蒲郡,29,252,32,4.71,12.7,28.9,44.0,1,0,0.19
佐藤 旭,4273,常滑,38,292,36,4.89,12.3,28.4,47.6,5,0,0.19
佐藤 旭,4273,津,30,250,29,4.96,11.6,30.0,49.2,1,0,0.21
佐藤 旭,4273,三国,20,167,21,5.21,12.5,31.7,54.4,4,0,0.18
佐藤 旭,4273,びわこ,20,175,23,5.05,13.1,31.4,50.8,2,0,0.2
佐藤 旭,4273,住之江,18,156,22,4.56,14.1,26.2,43.5,1,0,0.2
佐藤 旭,4273,尼崎,16,143,22,5.14,15.3,31.4,48.2,1,0,0.19
佐藤 旭,4273,鳴門,12,88,7,4.2,7.9,20.4,36.3,0,0,0.18
佐藤 旭,4273,丸亀,17,147,19,4.99,12.9,31.9,48.9,1,0,0.17
佐藤 旭,4273,児島,8,72,5,4.96,6.9,29.1,48.6,0,0,0.2
佐藤 旭,4273,宮島,9,72,15,5.64,20.8,40.2,54.1,1,1,0.17
佐藤 旭,4273,徳山,16,148,23,4.98,15.5,29.7,50.6,0,0,0.19
佐藤 旭,4273,下関,12,113,21,5.82,18.5,38.9,61.9,1,0,0.18
佐藤 旭,4273,若松,12,107,17,5.41,15.8,33.6,57.0,2,1,0.18
佐藤 旭,4273,芦屋,16,146,21,5.05,14.3,31.5,48.6,3,0,0.18
佐藤 旭,4273,福岡,8,69,6,4.81,8.7,24.6,49.2,0,0,0.21
佐藤 旭,4273,唐津,6,43,6,5.6,13.9,34.8,58.1,0,0,0.19
佐藤 旭,4273,大村,13,109,12,4.78,11.0,27.5,46.7,0,0,0.18
