name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
福山 恵里奈,5123,女子戦,451,18,2.98,3.9,9.9,22.6,0.19,3.8
福山 恵里奈,5123,混合戦,344,6,2.11,1.7,4.0,10.1,0.18,3.9
