name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
牧野 俊英,2748,桐生,9,68,5,5.34,7.3,29.4,57.3,2,0,0.27
牧野 俊英,2748,戸田,7,56,5,5.84,8.9,32.1,64.2,0,0,0.23
牧野 俊英,2748,江戸川,2,16,1,4.56,6.2,25.0,31.2,0,0,0.28
牧野 俊英,2748,平和島,12,94,10,5.29,10.6,29.7,54.2,1,0,0.25
牧野 俊英,2748,多摩川,12,89,4,4.63,4.4,17.9,40.4,0,0,0.23
牧野 俊英,2748,浜名湖,32,264,22,5.31,8.3,28.0,54.1,3,0,0.25
牧野 俊英,2748,蒲郡,14,115,18,5.19,15.6,26.9,51.3,1,0,0.25
牧野 俊英,2748,常滑,7,54,4,5.22,7.4,22.2,48.1,0,0,0.24
牧野 俊英,2748,津,10,89,7,4.6,7.8,16.8,35.9,0,0,0.24
牧野 俊英,2748,三国,11,74,4,4.49,5.4,14.8,37.8,1,0,0.28
牧野 俊英,2748,びわこ,6,50,1,5.04,2.0,22.0,58.0,0,0,0.28
牧野 俊英,2748,住之江,1,9,1,5.89,11.1,44.4,66.6,0,0,0.19
牧野 俊英,2748,尼崎,6,47,2,4.64,4.2,23.4,40.4,0,0,0.22
牧野 俊英,2748,鳴門,5,43,5,5.53,11.6,23.2,58.1,0,0,0.22
牧野 俊英,2748,丸亀,3,21,1,3.81,4.7,14.2,28.5,0,0,0.26
牧野 俊英,2748,児島,5,37,4,5.35,10.8,32.4,48.6,0,0,0.22
牧野 俊英,2748,宮島,7,58,2,4.83,3.4,22.4,44.8,1,0,0.26
牧野 俊英,2748,徳山,1,5,0,4.4,0.0,20.0,20.0,0,0,0.27
牧野 俊英,2748,下関,4,39,5,5.9,12.8,41.0,64.1,1,0,0.24
牧野 俊英,2748,若松,7,62,5,5.21,8.0,27.4,53.2,0,0,0.25
牧野 俊英,2748,芦屋,4,47,5,5.66,10.6,38.3,59.5,1,0,0.23
牧野 俊英,2748,福岡,5,38,3,4.58,7.8,21.0,42.1,0,0,0.22
牧野 俊英,2748,唐津,7,63,0,4.62,0.0,11.1,46.0,0,0,0.24
牧野 俊英,2748,大村,7,63,5,5.16,7.9,22.2,57.1,1,0,0.25
