name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
沖原 弘志,2810,1 コース,337,50,45,0,0,0,4,1
沖原 弘志,2810,2 コース,475,51,0,32,12,0,6,1
沖原 弘志,2810,3 コース,422,32,0,10,14,3,5,0
沖原 弘志,2810,4 コース,354,26,0,13,8,0,5,0
沖原 弘志,2810,5 コース,261,5,0,4,0,0,1,0
沖原 弘志,2810,6 コース,167,0,0,0,0,0,0,0
