name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
西村 美智子,4313,女子戦,2543,486,5.63,19.1,35.9,54.7,0.17,2.9
西村 美智子,4313,混合戦,1038,128,4.53,12.3,23.5,40.7,0.17,3.1
