name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
山口 雅司,2169,1 コース,405,35,24,0,0,0,9,2
山口 雅司,2169,2 コース,431,33,0,12,7,0,13,1
山口 雅司,2169,3 コース,465,32,0,11,7,7,7,0
山口 雅司,2169,4 コース,370,22,0,3,6,6,7,0
山口 雅司,2169,5 コース,282,7,0,2,2,1,2,0
山口 雅司,2169,6 コース,201,4,0,0,1,2,1,0
