name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
三浦 星子,3116,1 コース,214,32,31,0,0,0,1,0
三浦 星子,3116,2 コース,324,45,0,22,18,0,5,0
三浦 星子,3116,3 コース,382,42,0,10,14,8,9,1
三浦 星子,3116,4 コース,427,34,0,14,4,12,2,2
三浦 星子,3116,5 コース,365,11,0,2,4,3,2,0
三浦 星子,3116,6 コース,217,4,0,0,1,3,0,0
