name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
鶴本 崇文,4384,1 号艇,920,567,61.6,78.4,86.4,15,9
鶴本 崇文,4384,2 号艇,775,153,19.7,48.6,69.1,20,1
鶴本 崇文,4384,3 号艇,812,137,16.8,39.6,62.9,24,3
鶴本 崇文,4384,4 号艇,772,107,13.8,36.6,60.2,20,2
鶴本 崇文,4384,5 号艇,701,67,9.5,24.8,49.2,17,1
鶴本 崇文,4384,6 号艇,711,28,3.9,16.6,38.2,16,0
