name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
上田 紗奈,5057,女子戦,611,96,4.62,15.7,28.9,42.2,0.17,3.2
上田 紗奈,5057,混合戦,519,65,3.87,12.5,23.7,32.1,0.17,3.3
