name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
阿部 未侑,5415,女子戦,3,0,1.33,0.0,0.0,0.0,0.24,4.3
阿部 未侑,5415,混合戦,30,0,1.03,0.0,0.0,0.0,0.3,5.4
