name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
高橋 悠花,4841,女子戦,627,47,3.45,7.5,16.4,26.3,0.19,3.5
高橋 悠花,4841,混合戦,279,9,2.35,3.2,7.5,13.9,0.19,3.7
