name,regno,グレード,出走数,1着,2着,3着,4着,5着,6着,S0,S1,S2,F,L0,L1,K0,K1
倉橋 良彦,2144,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
倉橋 良彦,2144,G1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
倉橋 良彦,2144,G2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
倉橋 良彦,2144,G3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
倉橋 良彦,2144,一般,894,49,101,118,160,203,253,7,1,5,3,0,0,2,1
倉橋 良彦,2144,総合,894,49,101,118,160,203,253,7,1,5,3,0,0,2,1
