name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
四宮 与寛,4839,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
四宮 与寛,4839,G1,6,53,7,5.92,13.2,33.9,45.2,0,0,0.14,3.0
四宮 与寛,4839,G2,3,20,0,4.85,0.0,10.0,40.0,0,0,0.14,3.0
四宮 与寛,4839,G3,13,120,22,5.35,18.3,37.5,52.5,1,0,0.14,2.9
四宮 与寛,4839,一般,233,2018,304,4.99,15.0,31.4,48.0,22,1,0.15,2.8
四宮 与寛,4839,総合,255,2211,333,5.03,15.0,31.6,48.1,23,1,0.15,2.8
