name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
松尾 基成,3741,1 コース,873,258,232,0,0,0,24,2
松尾 基成,3741,2 コース,1033,125,0,59,52,0,13,1
松尾 基成,3741,3 コース,1113,110,0,18,42,24,23,3
松尾 基成,3741,4 コース,1170,101,0,20,42,23,15,1
松尾 基成,3741,5 コース,1108,59,0,15,18,17,8,1
松尾 基成,3741,6 コース,751,8,0,3,2,3,0,0
