name,regno,グレード,出走数,1着,2着,3着,4着,5着,6着,S0,S1,S2,F,L0,L1,K0,K1
太田 雅美,3650,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
太田 雅美,3650,G1,23,2,1,2,0,4,13,0,0,0,1,0,0,0,0
太田 雅美,3650,G2,8,1,1,1,0,2,3,0,0,0,0,0,0,0,0
太田 雅美,3650,G3,1159,198,162,160,160,185,274,5,5,1,14,0,0,1,0
太田 雅美,3650,一般,1939,312,289,231,239,300,550,10,8,1,7,1,0,2,2
太田 雅美,3650,総合,3129,513,453,394,399,491,840,15,13,2,22,1,0,3,2
