name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
土屋 千明,4225,女子戦,2374,424,5.76,17.8,38.4,58.6,0.18,3.0
土屋 千明,4225,混合戦,1056,117,4.8,11.0,24.8,45.0,0.18,3.2
