name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
坂谷 真史,4048,桐生,5,42,10,5.98,23.8,45.2,57.1,0,0,0.21
坂谷 真史,4048,戸田,5,40,10,6.5,25.0,47.5,60.0,1,0,0.2
坂谷 真史,4048,江戸川,7,43,13,6.63,30.2,53.4,67.4,3,1,0.21
坂谷 真史,4048,平和島,5,36,12,5.81,33.3,44.4,55.5,1,1,0.19
坂谷 真史,4048,多摩川,3,24,9,7.54,37.5,70.8,83.3,2,1,0.16
坂谷 真史,4048,浜名湖,6,50,10,6.06,20.0,46.0,62.0,1,0,0.18
坂谷 真史,4048,蒲郡,8,66,18,5.39,27.2,42.4,46.9,2,0,0.2
坂谷 真史,4048,常滑,7,50,8,5.18,16.0,40.0,54.0,2,0,0.19
坂谷 真史,4048,津,7,57,14,6.28,24.5,52.6,68.4,4,1,0.2
坂谷 真史,4048,三国,35,289,79,6.12,27.3,45.6,60.5,7,3,0.18
坂谷 真史,4048,びわこ,8,68,14,5.76,20.5,39.7,55.8,2,0,0.18
坂谷 真史,4048,住之江,8,64,12,5.69,18.7,42.1,57.8,2,1,0.16
坂谷 真史,4048,尼崎,8,73,25,5.86,34.2,38.3,56.1,1,1,0.19
坂谷 真史,4048,鳴門,3,26,12,6.88,46.1,61.5,61.5,2,0,0.16
坂谷 真史,4048,丸亀,3,21,5,5.9,23.8,38.1,61.9,1,0,0.21
坂谷 真史,4048,児島,9,88,25,5.99,28.4,42.0,56.8,3,0,0.2
坂谷 真史,4048,宮島,5,51,15,6.39,29.4,45.1,62.7,2,0,0.19
坂谷 真史,4048,徳山,6,45,16,6.87,35.5,55.5,68.8,1,1,0.19
坂谷 真史,4048,下関,7,66,23,6.76,34.8,54.5,69.7,2,1,0.17
坂谷 真史,4048,若松,5,51,18,6.71,35.2,54.9,68.6,2,1,0.2
坂谷 真史,4048,芦屋,4,33,8,6.09,24.2,45.4,57.5,0,0,0.19
坂谷 真史,4048,福岡,3,27,10,6.74,37.0,51.8,66.6,1,0,0.2
坂谷 真史,4048,唐津,4,32,13,7.41,40.6,62.5,78.1,3,1,0.17
坂谷 真史,4048,大村,4,34,15,7.62,44.1,67.6,79.4,4,1,0.19
