name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
高山 弘斗,5242,1 号艇,25,24,0,1,0,0,0,0
高山 弘斗,5242,2 号艇,48,0,46,2,0,0,0,0
高山 弘斗,5242,3 号艇,49,0,0,46,0,1,2,0
高山 弘斗,5242,4 号艇,77,0,0,1,52,4,20,0
高山 弘斗,5242,5 号艇,108,0,0,0,0,59,49,0
高山 弘斗,5242,6 号艇,129,0,0,0,0,6,122,1
