name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
原田 順一,2273,1 号艇,804,732,62,9,0,0,1,0
原田 順一,2273,2 号艇,718,66,560,82,8,1,0,1
原田 順一,2273,3 号艇,693,35,146,456,50,4,2,0
原田 順一,2273,4 号艇,721,15,101,209,359,34,3,0
原田 順一,2273,5 号艇,690,15,98,187,194,184,12,0
原田 順一,2273,6 号艇,702,18,115,177,191,100,101,0
