name,regno,グレード,出走数,1着,2着,3着,4着,5着,6着,S0,S1,S2,F,L0,L1,K0,K1
坂口 明義,4309,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
坂口 明義,4309,G1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
坂口 明義,4309,G2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
坂口 明義,4309,G3,180,5,18,31,35,29,58,0,1,1,2,0,0,0,0
坂口 明義,4309,一般,2536,135,280,411,529,627,531,3,11,0,11,0,0,0,1
坂口 明義,4309,総合,2716,140,298,442,564,656,589,3,12,1,13,0,0,0,1
