name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
川井 萌,5174,桐生,5,44,4,4.64,9.0,29.5,43.1,1,0,0.18
川井 萌,5174,戸田,8,66,7,4.23,10.6,25.7,36.3,0,0,0.16
川井 萌,5174,江戸川,3,27,4,4.37,14.8,29.6,37.0,0,0,0.17
川井 萌,5174,平和島,6,45,6,4.49,13.3,28.8,40.0,1,0,0.15
川井 萌,5174,多摩川,5,40,5,4.8,12.5,30.0,37.5,1,0,0.16
川井 萌,5174,浜名湖,25,227,39,5.01,17.1,33.0,48.0,4,1,0.17
川井 萌,5174,蒲郡,5,48,7,5.25,14.5,31.2,50.0,0,0,0.16
川井 萌,5174,常滑,8,61,14,5.49,22.9,36.0,50.8,1,0,0.16
川井 萌,5174,津,8,72,13,5.13,18.0,34.7,48.6,0,0,0.18
川井 萌,5174,三国,2,20,1,3.0,5.0,15.0,25.0,0,0,0.21
川井 萌,5174,びわこ,7,64,10,4.5,15.6,28.1,34.3,0,0,0.18
川井 萌,5174,住之江,2,18,5,5.0,27.7,33.3,50.0,0,0,0.19
川井 萌,5174,尼崎,5,46,9,5.02,19.5,32.6,50.0,0,0,0.18
川井 萌,5174,鳴門,2,16,1,3.0,6.2,6.2,12.5,0,0,0.15
川井 萌,5174,丸亀,4,37,2,4.65,5.4,21.6,40.5,0,0,0.16
川井 萌,5174,児島,5,35,4,4.2,11.4,20.0,37.1,0,0,0.16
川井 萌,5174,宮島,4,33,9,5.52,27.2,39.3,51.5,0,0,0.15
川井 萌,5174,徳山,3,30,5,6.13,16.6,43.3,66.6,0,0,0.17
川井 萌,5174,下関,1,10,2,5.8,20.0,60.0,60.0,0,0,0.18
川井 萌,5174,若松,3,22,2,4.09,9.0,18.1,31.8,1,0,0.17
川井 萌,5174,芦屋,2,18,1,3.28,5.5,11.1,27.7,0,0,0.17
川井 萌,5174,福岡,1,10,0,2.9,0.0,10.0,10.0,0,0,0.22
川井 萌,5174,唐津,2,11,2,4.0,18.1,27.2,36.3,0,0,0.16
川井 萌,5174,大村,3,21,3,4.62,14.2,33.3,47.6,0,0,0.15
