name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
井本 昌也,4985,1 コース,304,196,64.4,80.5,87.1,0.17,3.2
井本 昌也,4985,2 コース,266,38,14.2,48.5,65.4,0.17,3.5
井本 昌也,4985,3 コース,279,46,16.4,39.4,59.8,0.16,3.3
井本 昌也,4985,4 コース,282,27,9.5,29.4,49.2,0.17,3.6
井本 昌也,4985,5 コース,318,28,8.8,25.7,46.5,0.17,3.5
井本 昌也,4985,6 コース,458,4,0.8,5.2,18.5,0.19,4.0
