name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
関口 智久,3992,桐生,23,173,44,5.57,25.4,38.1,52.0,3,1,0.17
関口 智久,3992,戸田,84,674,163,5.95,24.1,42.5,57.8,22,5,0.15
関口 智久,3992,江戸川,21,168,29,5.63,17.2,34.5,55.9,5,0,0.17
関口 智久,3992,平和島,39,348,74,5.63,21.2,39.6,54.3,5,0,0.15
関口 智久,3992,多摩川,50,445,104,5.55,23.3,39.1,52.5,9,3,0.15
関口 智久,3992,浜名湖,21,168,38,5.7,22.6,38.6,54.1,4,0,0.15
関口 智久,3992,蒲郡,42,372,87,5.61,23.3,40.8,53.7,7,0,0.16
関口 智久,3992,常滑,37,281,71,6.01,25.2,44.1,57.6,9,2,0.16
関口 智久,3992,津,23,163,29,5.33,17.7,36.8,49.0,2,0,0.16
関口 智久,3992,三国,26,214,44,5.78,20.5,39.7,55.1,5,0,0.15
関口 智久,3992,びわこ,14,120,22,5.6,18.3,40.0,52.5,3,0,0.15
関口 智久,3992,住之江,20,178,45,5.78,25.2,39.3,56.1,4,1,0.15
関口 智久,3992,尼崎,19,183,49,5.81,26.7,39.8,58.4,0,0,0.15
関口 智久,3992,鳴門,18,153,36,5.7,23.5,36.6,51.6,4,0,0.16
関口 智久,3992,丸亀,16,141,34,5.85,24.1,41.1,58.8,2,0,0.14
関口 智久,3992,児島,10,89,19,5.4,21.3,34.8,51.6,3,0,0.16
関口 智久,3992,宮島,18,158,29,5.18,18.3,32.9,45.5,1,0,0.16
関口 智久,3992,徳山,14,115,20,5.5,17.3,38.2,53.9,4,0,0.15
関口 智久,3992,下関,20,199,43,5.74,21.6,40.7,56.7,4,0,0.16
関口 智久,3992,若松,19,172,35,5.73,20.3,41.2,55.2,3,0,0.15
関口 智久,3992,芦屋,12,106,29,5.88,27.3,40.5,59.4,1,0,0.15
関口 智久,3992,福岡,13,116,26,5.36,22.4,36.2,50.8,1,0,0.15
関口 智久,3992,唐津,13,126,23,5.14,18.2,35.7,47.6,0,0,0.15
関口 智久,3992,大村,21,180,44,5.62,24.4,39.4,52.7,2,2,0.15
