name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
川田 久子,3479,女子戦,979,156,5.15,15.9,32.9,48.9,0.23,3.5
川田 久子,3479,混合戦,512,59,4.5,11.5,25.7,40.8,0.23,3.7
