name,regno,グレード,出走数,1着,2着,3着,4着,5着,6着,S0,S1,S2,F,L0,L1,K0,K1
横西 奏恵,3774,SG,214,21,27,35,32,45,49,2,5,0,0,0,0,0,0
横西 奏恵,3774,G1,515,107,72,96,65,81,83,6,7,0,4,0,0,1,0
横西 奏恵,3774,G2,42,7,12,8,7,5,3,0,0,0,0,0,0,0,0
横西 奏恵,3774,G3,1005,457,218,123,80,61,42,7,12,1,11,0,0,0,0
横西 奏恵,3774,一般,1222,471,274,175,129,88,66,13,9,1,9,0,0,1,0
横西 奏恵,3774,総合,2998,1063,603,437,313,280,243,28,33,2,24,0,0,2,0
