name,regno,グレード,出走数,1着,2着,3着,4着,5着,6着,S0,S1,S2,F,L0,L1,K0,K1
下河 雅史,4395,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
下河 雅史,4395,G1,7,0,0,1,1,3,2,1,0,0,0,0,0,0,0
下河 雅史,4395,G2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
下河 雅史,4395,G3,359,43,58,62,56,76,60,1,1,1,2,0,0,0,0
下河 雅史,4395,一般,3376,410,542,653,663,580,475,9,26,9,18,0,0,1,0
下河 雅史,4395,総合,3742,453,600,716,720,659,537,11,27,10,20,0,0,1,0
