name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
水長 照雄,3559,1 号艇,1028,355,34.5,53.0,67.2,4,0
水長 照雄,3559,2 号艇,1082,151,13.9,31.9,50.6,8,1
水長 照雄,3559,3 号艇,1102,174,15.7,34.3,52.9,5,0
水長 照雄,3559,4 号艇,1013,111,10.9,28.5,46.7,3,0
水長 照雄,3559,5 号艇,1030,88,8.5,24.0,43.5,11,0
水長 照雄,3559,6 号艇,949,56,5.9,18.8,34.5,14,1
