name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
西岡 育未,4878,女子戦,1091,105,4.47,9.6,20.9,39.8,0.19,3.4
西岡 育未,4878,混合戦,519,21,3.2,4.0,10.0,21.7,0.19,3.7
