name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
北中 元樹,3965,1 号艇,980,835,36,25,26,32,26,0
北中 元樹,3965,2 号艇,976,20,681,116,81,45,33,0
北中 元樹,3965,3 号艇,963,4,18,670,144,73,54,0
北中 元樹,3965,4 号艇,963,4,8,50,678,157,65,1
北中 元樹,3965,5 号艇,948,2,6,23,107,668,142,0
北中 元樹,3965,6 号艇,951,2,2,20,58,160,708,1
