name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
宮下 元胤,4298,1 号艇,770,311,40.3,63.1,77.6,2,0
宮下 元胤,4298,2 号艇,754,124,16.4,41.6,61.5,7,1
宮下 元胤,4298,3 号艇,768,91,11.8,32.0,54.6,14,0
宮下 元胤,4298,4 号艇,744,66,8.8,26.3,51.0,9,3
宮下 元胤,4298,5 号艇,738,54,7.3,21.1,42.4,14,0
宮下 元胤,4298,6 号艇,712,28,3.9,13.2,35.8,15,0
