name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
水口 由紀,3580,女子戦,4434,794,5.94,17.9,40.8,61.4,0.2,3.3
水口 由紀,3580,混合戦,1877,161,4.66,8.5,24.9,43.5,0.2,3.6
