name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
永瀬 巧,4322,1 コース,323,70,64,0,0,0,6,0
永瀬 巧,4322,2 コース,388,30,0,9,18,0,3,0
永瀬 巧,4322,3 コース,409,23,0,1,12,5,5,0
永瀬 巧,4322,4 コース,379,17,0,3,9,5,0,0
永瀬 巧,4322,5 コース,564,17,0,1,8,7,1,0
永瀬 巧,4322,6 コース,652,10,0,0,0,8,1,1
