name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
柳川 晃広,2359,桐生,7,55,16,6.55,29.0,45.4,74.5,2,1,0.21
柳川 晃広,2359,戸田,7,52,9,5.73,17.3,36.5,57.6,0,0,0.22
柳川 晃広,2359,江戸川,2,7,2,7.71,28.5,71.4,85.7,1,0,0.22
柳川 晃広,2359,平和島,6,56,10,5.29,17.8,41.0,48.2,0,0,0.26
柳川 晃広,2359,多摩川,4,27,4,5.89,14.8,40.7,59.2,0,0,0.23
柳川 晃広,2359,浜名湖,4,28,4,5.25,14.2,32.1,57.1,0,0,0.22
柳川 晃広,2359,蒲郡,5,37,4,4.92,10.8,35.1,51.3,0,0,0.19
柳川 晃広,2359,常滑,3,30,4,4.83,13.3,23.3,46.6,0,0,0.26
柳川 晃広,2359,津,7,50,9,4.6,18.0,30.0,42.0,0,0,0.24
柳川 晃広,2359,三国,7,55,9,5.51,16.3,41.8,58.1,0,0,0.22
柳川 晃広,2359,びわこ,4,34,4,5.38,11.7,38.2,58.8,0,0,0.21
柳川 晃広,2359,住之江,4,27,4,5.11,14.8,33.3,44.4,0,0,0.17
柳川 晃広,2359,尼崎,7,53,8,5.7,15.0,37.7,58.4,1,0,0.21
柳川 晃広,2359,鳴門,23,178,35,5.96,19.6,41.5,62.3,4,1,0.2
柳川 晃広,2359,丸亀,12,116,17,5.31,14.6,31.9,51.7,1,0,0.21
柳川 晃広,2359,児島,5,49,6,5.88,12.2,40.8,59.1,2,0,0.23
柳川 晃広,2359,宮島,3,31,8,5.77,25.8,35.4,54.8,1,1,0.19
柳川 晃広,2359,徳山,4,32,5,5.31,15.6,34.3,56.2,0,0,0.18
柳川 晃広,2359,下関,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
柳川 晃広,2359,若松,5,51,10,5.71,19.6,39.2,56.8,1,1,0.21
柳川 晃広,2359,芦屋,2,20,4,6.05,20.0,40.0,60.0,0,0,0.16
柳川 晃広,2359,福岡,4,35,6,5.89,17.1,40.0,68.5,1,0,0.23
柳川 晃広,2359,唐津,7,49,8,5.0,16.3,28.5,46.9,0,0,0.23
柳川 晃広,2359,大村,6,55,11,5.82,20.0,34.5,60.0,1,0,0.2
