name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
篠原 和幸,2968,桐生,8,58,7,4.16,12.0,25.8,32.7,0,0,0.24
篠原 和幸,2968,戸田,9,69,12,4.87,17.3,36.2,43.4,1,0,0.22
篠原 和幸,2968,江戸川,4,32,4,4.06,12.5,28.1,34.3,0,0,0.24
篠原 和幸,2968,平和島,12,105,19,4.83,18.1,35.2,44.7,1,0,0.23
篠原 和幸,2968,多摩川,11,86,10,4.28,11.6,20.9,36.0,0,0,0.23
篠原 和幸,2968,浜名湖,6,50,13,5.56,26.0,40.0,54.0,1,0,0.19
篠原 和幸,2968,蒲郡,7,65,11,5.23,16.9,36.9,55.3,0,0,0.25
篠原 和幸,2968,常滑,5,43,9,5.56,20.9,41.8,58.1,1,0,0.2
篠原 和幸,2968,津,9,75,18,4.91,24.0,33.3,46.6,0,0,0.21
篠原 和幸,2968,三国,13,101,18,4.72,17.8,30.6,42.5,1,0,0.24
篠原 和幸,2968,びわこ,6,52,8,4.71,15.3,36.5,44.2,0,0,0.23
篠原 和幸,2968,住之江,9,72,11,4.18,15.2,23.6,36.1,1,0,0.2
篠原 和幸,2968,尼崎,6,49,7,4.73,14.2,30.6,40.8,1,0,0.21
篠原 和幸,2968,鳴門,11,89,16,4.93,17.9,34.8,44.9,0,0,0.22
篠原 和幸,2968,丸亀,8,71,7,4.56,9.8,26.7,42.2,0,0,0.23
篠原 和幸,2968,児島,5,45,14,5.42,31.1,37.7,51.1,0,0,0.24
篠原 和幸,2968,宮島,8,74,20,5.26,27.0,33.7,51.3,1,0,0.22
篠原 和幸,2968,徳山,14,125,13,4.25,10.4,24.0,36.8,0,0,0.23
篠原 和幸,2968,下関,10,87,19,5.03,21.8,31.0,48.2,2,0,0.23
篠原 和幸,2968,若松,13,117,24,5.21,20.5,33.3,51.2,2,0,0.23
篠原 和幸,2968,芦屋,16,139,21,5.18,15.1,33.0,52.5,2,0,0.21
篠原 和幸,2968,福岡,16,127,26,4.91,20.4,32.2,43.3,1,1,0.22
篠原 和幸,2968,唐津,30,267,42,4.88,15.7,34.0,45.6,1,0,0.21
篠原 和幸,2968,大村,16,135,27,4.94,20.0,32.5,45.1,1,1,0.23
