name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
山本 浩次,3558,1 コース,1324,803,753,0,0,1,49,0
山本 浩次,3558,2 コース,1166,257,0,158,66,0,30,3
山本 浩次,3558,3 コース,1265,276,0,58,82,96,37,3
山本 浩次,3558,4 コース,1320,261,0,57,90,90,23,1
山本 浩次,3558,5 コース,1081,136,0,25,26,66,19,0
山本 浩次,3558,6 コース,522,43,0,10,6,18,9,0
