name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
古賀 宗勝,4127,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
古賀 宗勝,4127,G1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
古賀 宗勝,4127,G2,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
古賀 宗勝,4127,G3,16,135,7,3.59,5.1,16.3,28.1,0,0,0.24,4.2
古賀 宗勝,4127,一般,256,2060,148,3.43,7.1,16.0,26.8,1,0,0.22,3.9
古賀 宗勝,4127,総合,272,2195,155,3.44,7.0,16.0,26.8,1,0,0.23,4.0
