name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
島倉 都,4987,女子戦,777,48,3.59,6.1,14.5,26.5,0.17,3.3
島倉 都,4987,混合戦,376,14,2.8,3.7,9.3,17.8,0.18,3.8
