name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
金平 久美子,3249,女子戦,757,92,4.89,12.1,30.3,47.9,0.25,3.8
金平 久美子,3249,混合戦,782,61,3.98,7.8,19.0,32.7,0.24,4.0
