name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
上村 敏弘,3067,1 号艇,140,10,7.1,19.2,32.8,0,0
上村 敏弘,3067,2 号艇,146,9,6.1,14.3,32.1,0,0
上村 敏弘,3067,3 号艇,137,7,5.1,12.4,29.9,0,0
上村 敏弘,3067,4 号艇,132,1,0.7,12.8,28.7,0,0
上村 敏弘,3067,5 号艇,124,4,3.2,13.7,25.0,0,0
上村 敏弘,3067,6 号艇,136,5,3.6,19.1,29.4,0,0
