name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
塚脇 奈美,4829,女子戦,294,3,2.63,1.0,6.8,16.3,0.19,3.3
塚脇 奈美,4829,混合戦,148,1,1.72,0.6,1.3,4.7,0.19,3.9
