name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
戸敷 晃美,4936,女子戦,665,106,4.89,15.9,30.2,46.3,0.17,3.1
戸敷 晃美,4936,混合戦,472,46,3.75,9.7,17.8,31.5,0.18,3.6
