name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
池田 浩美,3932,女子戦,3566,925,5.71,25.9,42.6,55.6,0.18,3.1
池田 浩美,3932,混合戦,1814,258,4.22,14.2,26.9,37.1,0.19,3.3
