name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
菊池 峰晴,3538,1 号艇,1215,1132,46,9,13,5,10,0
菊池 峰晴,3538,2 号艇,1152,79,909,88,44,8,22,2
菊池 峰晴,3538,3 号艇,1173,28,110,850,116,44,24,1
菊池 峰晴,3538,4 号艇,1167,16,36,136,830,106,42,1
菊池 峰晴,3538,5 号艇,1117,7,37,65,202,743,63,0
菊池 峰晴,3538,6 号艇,1076,6,27,46,144,284,569,0
