name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
渡邉 和将,4537,1 コース,720,536,74.4,85.6,90.8,0.13,2.3
渡邉 和将,4537,2 コース,602,170,28.2,56.1,71.7,0.14,2.8
渡邉 和将,4537,3 コース,547,110,20.1,46.0,70.7,0.14,2.7
渡邉 和将,4537,4 コース,633,126,19.9,44.7,67.4,0.14,2.7
渡邉 和将,4537,5 コース,590,51,8.6,23.3,45.7,0.15,3.0
渡邉 和将,4537,6 コース,694,27,3.8,10.3,27.5,0.17,3.5
