name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
有賀 達也,4428,1 号艇,614,311,50.6,66.2,75.4,7,3
有賀 達也,4428,2 号艇,618,91,14.7,39.3,54.5,13,0
有賀 達也,4428,3 号艇,615,114,18.5,39.8,58.8,9,0
有賀 達也,4428,4 号艇,610,94,15.4,29.6,49.0,13,2
有賀 達也,4428,5 号艇,610,58,9.5,22.7,40.8,16,3
有賀 達也,4428,6 号艇,597,33,5.5,14.4,33.8,11,3
