name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
黄金井 裕子,4282,女子戦,1601,151,4.0,9.4,19.3,33.2,0.19,3.2
黄金井 裕子,4282,混合戦,477,18,2.91,3.7,9.0,19.5,0.19,3.5
