name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
渡邊 雄一郎,4184,1 号艇,1033,934,21,5,13,16,44,0
渡邊 雄一郎,4184,2 号艇,890,43,638,75,37,36,61,0
渡邊 雄一郎,4184,3 号艇,850,15,70,557,95,52,60,1
渡邊 雄一郎,4184,4 号艇,877,6,36,72,578,108,77,0
渡邊 雄一郎,4184,5 号艇,806,4,15,40,104,506,135,2
渡邊 雄一郎,4184,6 号艇,844,5,20,25,66,156,572,0
