name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
和合 俊介,4268,1 コース,449,124,27.6,50.3,62.1,0.15,2.7
和合 俊介,4268,2 コース,538,38,7.0,26.0,43.3,0.17,3.1
和合 俊介,4268,3 コース,632,54,8.5,26.7,43.3,0.15,2.7
和合 俊介,4268,4 コース,558,43,7.7,19.0,35.8,0.16,3.0
和合 俊介,4268,5 コース,817,32,3.9,13.7,28.2,0.17,3.3
和合 俊介,4268,6 コース,879,12,1.3,6.0,17.2,0.18,3.4
