name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
松尾 拓,4808,1 号艇,503,372,73.9,83.9,89.6,18,14
松尾 拓,4808,2 号艇,431,87,20.1,47.5,64.5,14,3
松尾 拓,4808,3 号艇,423,100,23.6,42.0,61.7,16,0
松尾 拓,4808,4 号艇,450,62,13.7,37.1,54.6,10,1
松尾 拓,4808,5 号艇,442,57,12.9,27.1,47.7,10,0
松尾 拓,4808,6 号艇,447,28,6.2,17.6,34.0,11,0
