name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
谷添 悟,2358,1 号艇,230,37,16.0,31.7,46.9,1,0
谷添 悟,2358,2 号艇,228,26,11.4,25.8,39.4,0,0
谷添 悟,2358,3 号艇,209,29,13.8,24.8,33.4,0,0
谷添 悟,2358,4 号艇,214,26,12.1,22.4,33.1,0,0
谷添 悟,2358,5 号艇,213,16,7.5,16.9,27.7,0,0
谷添 悟,2358,6 号艇,221,20,9.0,17.6,34.3,0,0
