name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
松田 和久,3549,1 コース,299,52,17.3,35.1,48.1,0.27,4.4
松田 和久,3549,2 コース,396,30,7.5,23.4,43.1,0.26,4.7
松田 和久,3549,3 コース,468,33,7.0,16.8,30.5,0.27,4.6
松田 和久,3549,4 コース,501,59,11.7,25.1,41.5,0.27,4.5
松田 和久,3549,5 コース,826,51,6.1,15.3,28.8,0.28,4.6
松田 和久,3549,6 コース,838,15,1.7,7.8,18.7,0.31,5.0
