name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
武藤 綾子,3604,女子戦,4011,483,5.35,12.0,31.4,52.8,0.22,3.7
武藤 綾子,3604,混合戦,2013,119,4.05,5.9,16.6,33.5,0.22,4.0
