name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
薮内 瑞希,4909,女子戦,1143,152,4.81,13.3,26.9,42.9,0.16,3.1
薮内 瑞希,4909,混合戦,639,35,3.56,5.4,15.6,27.3,0.16,3.1
