name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
田上 晋六,3236,1 号艇,694,219,31.5,53.4,67.8,9,0
田上 晋六,3236,2 号艇,729,152,20.8,40.8,56.5,14,3
田上 晋六,3236,3 号艇,750,140,18.6,35.8,55.2,16,2
田上 晋六,3236,4 号艇,802,151,18.8,34.0,51.8,5,0
田上 晋六,3236,5 号艇,775,109,14.0,31.8,49.9,10,0
田上 晋六,3236,6 号艇,795,83,10.4,22.3,40.2,21,1
