name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
松瀬 弘美,3474,女子戦,3726,603,5.65,16.1,37.4,57.1,0.2,3.2
松瀬 弘美,3474,混合戦,1935,161,4.42,8.3,24.1,40.6,0.2,3.4
