name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
小松原 恵美,3481,1 コース,436,98,22.4,44.7,62.3,0.22,3.3
小松原 恵美,3481,2 コース,413,78,18.8,40.9,57.1,0.22,3.4
小松原 恵美,3481,3 コース,422,81,19.1,36.4,52.6,0.21,3.1
小松原 恵美,3481,4 コース,461,80,17.3,32.9,50.7,0.2,3.1
小松原 恵美,3481,5 コース,473,47,9.9,26.2,48.8,0.2,3.0
小松原 恵美,3481,6 コース,546,27,4.9,16.1,33.8,0.22,3.6
