name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
山根 大樹,3883,桐生,22,170,16,4.19,9.4,17.6,35.2,0,0,0.19
山根 大樹,3883,戸田,25,194,23,4.72,11.8,28.3,41.7,2,0,0.19
山根 大樹,3883,江戸川,21,167,15,4.26,8.9,23.3,38.9,0,0,0.22
山根 大樹,3883,平和島,14,110,5,3.98,4.5,13.6,33.6,0,0,0.19
山根 大樹,3883,多摩川,12,103,10,4.77,9.7,26.2,42.7,0,0,0.19
山根 大樹,3883,浜名湖,11,87,6,4.2,6.9,16.0,39.0,0,0,0.19
山根 大樹,3883,蒲郡,22,185,14,4.28,7.5,18.3,35.1,0,0,0.2
山根 大樹,3883,常滑,22,165,11,4.06,6.6,16.3,32.1,0,0,0.19
山根 大樹,3883,津,17,138,7,4.34,5.0,21.7,38.4,0,0,0.2
山根 大樹,3883,三国,11,77,6,4.51,7.7,27.2,36.3,0,0,0.2
山根 大樹,3883,びわこ,19,159,8,4.13,5.0,19.5,36.4,0,0,0.22
山根 大樹,3883,住之江,23,193,14,3.98,7.2,17.6,33.1,0,0,0.18
山根 大樹,3883,尼崎,26,203,16,4.09,7.8,17.7,36.9,1,0,0.19
山根 大樹,3883,鳴門,25,183,13,4.2,7.1,19.1,36.0,0,0,0.2
山根 大樹,3883,丸亀,31,259,22,4.24,8.4,18.9,35.9,0,0,0.19
山根 大樹,3883,児島,40,326,22,4.18,6.7,18.4,34.9,0,0,0.19
山根 大樹,3883,宮島,110,959,101,4.66,10.5,24.9,43.0,2,0,0.18
山根 大樹,3883,徳山,30,254,21,4.27,8.2,19.2,34.2,1,0,0.2
山根 大樹,3883,下関,36,298,20,3.97,6.7,17.1,32.5,0,0,0.21
山根 大樹,3883,若松,29,255,22,4.25,8.6,17.2,36.0,1,0,0.19
山根 大樹,3883,芦屋,12,102,2,3.7,1.9,16.6,30.3,0,0,0.21
山根 大樹,3883,福岡,23,193,15,4.24,7.7,18.6,36.7,0,0,0.19
山根 大樹,3883,唐津,32,253,8,3.88,3.1,14.6,33.2,0,0,0.19
山根 大樹,3883,大村,21,161,11,3.97,6.8,17.3,32.3,1,0,0.22
