name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
堀本 和也,4732,1 号艇,406,272,67.0,79.5,85.7,3,1
堀本 和也,4732,2 号艇,388,73,18.8,44.5,62.6,13,2
堀本 和也,4732,3 号艇,386,61,15.8,39.6,63.4,11,1
堀本 和也,4732,4 号艇,411,54,13.1,32.6,53.0,6,0
堀本 和也,4732,5 号艇,457,29,6.3,22.3,40.2,9,0
堀本 和也,4732,6 号艇,508,19,3.7,16.7,35.0,6,0
