name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
足立 かなえ,4341,女子戦,537,23,3.24,4.2,11.3,21.7,0.24,4.0
足立 かなえ,4341,混合戦,263,5,2.35,1.9,4.5,9.1,0.23,3.9
