name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
岩津 英人,3095,1 号艇,756,665,42,31,12,2,3,1
岩津 英人,3095,2 号艇,801,67,552,102,44,27,9,0
岩津 英人,3095,3 号艇,796,14,98,489,129,55,11,0
岩津 英人,3095,4 号艇,773,11,29,115,454,125,39,0
岩津 英人,3095,5 号艇,777,15,32,76,161,399,94,0
岩津 英人,3095,6 号艇,742,18,60,82,100,150,332,0
