name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
平田 さやか,4286,女子戦,3644,673,5.56,18.4,35.0,53.6,0.17,2.9
平田 さやか,4286,混合戦,1218,104,4.22,8.5,22.2,36.7,0.17,3.2
